Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Tree of Life Pressed Flower Jewellery Set – Green,tree-of-life-pressed-flower-jewellery-set-green,"<p>This elegant Tree of Life Pressed Flower Jewellery Set – Green features real pressed flowers preserved in glass, making every piece naturally unique. The soft green tones symbolise balance, renewal and connection to nature.</p><p>Each set includes a Tree of Life pendant necklace, matching drop earrings, and a natural gift box.</p>",The Cosy Cairn,Apparel & Accessories > Jewelry,Jewellery,"jewellery, pressed-flowers, gift, nature, green",TRUE,Active,PFJ-03,,Title,Default Title,,,,,,,,,12.00,,,6.00,TRUE,,,,,,,shopify,5,DENY,20,g,TRUE,manual,,1,Tree of Life Pressed Flower Jewellery Set Green,,FALSE,Tree of Life Pressed Flower Jewellery Set Green | The Cosy Cairn,Real pressed flower jewellery set in green. Includes necklace and earrings in natural gift box.,,Apparel & Accessories > Jewelry,,,,,,,New,FALSE,Jewellery,Gift,,,
Tree of Life Pressed Flower Jewellery Set – Lavender,tree-of-life-pressed-flower-jewellery-set-lavender,"<p>This beautiful Tree of Life Pressed Flower Jewellery Set is crafted using real pressed lavender flowers encased in glass, making every piece completely unique. The symbolic Tree of Life design represents growth, connection and strength.</p><p>Each set includes a necklace with pressed lavender pendant, matching drop earrings, and a natural gift box.</p>",The Cosy Cairn,Apparel & Accessories > Jewelry,Jewellery,"jewellery, pressed-flowers, lavender, gift, new-in",TRUE,Active,PFJ-01,,Title,Default Title,,,,,,,,,12.00,,,6.00,TRUE,,,,,,,shopify,5,DENY,20,g,TRUE,manual,,1,Tree of Life Pressed Flower Jewellery Set Lavender,,FALSE,Tree of Life Pressed Flower Jewellery Set Lavender | The Cosy Cairn,Real pressed lavender flower jewellery set. Necklace and earrings in natural gift box.,,Apparel & Accessories > Jewelry,,,,,,,New,FALSE,Jewellery,Gift,,,
Luxury Soap Flower Bouquet – Red Rose & Carnation,luxury-soap-flower-bouquet-red-rose-carnation,"<p>Make a statement with this stunning Red Rose & Carnation Soap Flower Bouquet. Beautifully arranged in deep romantic reds, this bouquet looks just like real fresh flowers but offers something even more special — indulgent bath petals that gently dissolve in warm water.</p>",The Cosy Cairn,Health & Beauty > Personal Care,Wellbeing & Self-Care,"wellbeing, soap-flowers, gift, bath, romantic, valentines",TRUE,Active,LSF-01,,Title,Default Title,,,,,,,,,16.00,,,8.00,TRUE,,,,,,,shopify,5,DENY,300,g,TRUE,manual,,1,Luxury Soap Flower Bouquet Red Rose Carnation,,FALSE,Luxury Soap Flower Bouquet Red Rose Carnation | The Cosy Cairn,Red rose and carnation soap flower bouquet. Bath petals in decorative gift bag.,,Health & Beauty > Personal Care,,,,,,,New,FALSE,Wellbeing,Gift,,,
Luxury Soap Flower Bouquet – Spring Bloom,luxury-soap-flower-bouquet-spring-bloom,"<p>Bring a touch of spring indoors with this stunning Soap Flower Bouquet – Spring Bloom Edition. Carefully arranged in a stylish gift bag with soft yellow, peach and cream tones. Simply add a few petals to warm bathwater and enjoy.</p>",The Cosy Cairn,Health & Beauty > Personal Care,Wellbeing & Self-Care,"wellbeing, soap-flowers, gift, bath, spring, new-in",TRUE,Active,LSF-04,,Title,Default Title,,,,,,,,,16.00,,,8.00,TRUE,,,,,,,shopify,5,DENY,300,g,TRUE,manual,,1,Luxury Soap Flower Bouquet Spring Bloom,,FALSE,Luxury Soap Flower Bouquet Spring Bloom | The Cosy Cairn,Spring bloom soap flower bouquet in yellow peach and cream tones.,,Health & Beauty > Personal Care,,,,,,,New,FALSE,Wellbeing,Gift,,,
Serenity Essential Self-Care Kit,serenity-essential-self-care-kit,"<p>Indulge in a moment of calm with the Serenity Essential Self-Care Kit, a thoughtfully curated collection of luxurious self-care essentials. Includes Strawberry Body Sugar Scrub (80g), Rejuvenating Body Cream (60g), Trio of Bath Salts (3x40g), and Vitamin C Serum (30ml). Presented in an elegant kraft gift box.</p>",The Cosy Cairn,Health & Beauty > Personal Care,Wellbeing & Self-Care,"wellbeing, self-care, gift-set, pamper, best-seller",TRUE,Active,SCKit-01,,Title,Default Title,,,,,,,,,22.00,,,13.00,TRUE,,,,,,,shopify,5,DENY,400,g,TRUE,manual,,1,Serenity Essential Self-Care Kit,,FALSE,Serenity Essential Self-Care Kit | The Cosy Cairn,Luxury self-care gift set with body scrub body cream bath salts and vitamin C serum.,,Health & Beauty > Personal Care,,,,,,,New,FALSE,Wellbeing,Best Seller,,,
Set of 4 Buddha Head Wall Art Panels,set-of-4-buddha-head-wall-art-panels,"<p>Create a calming focal point with this striking set of four Buddha head wall art panels, each featuring rich sand-textured detailing and bold tonal finishes. Measuring 30x30cm each. Perfect for living rooms, meditation spaces or bedrooms.</p>",The Cosy Cairn,Home & Garden > Decor > Wall Decorations,Home Décor & Accessories,"home-decor, wall-art, buddha, meditation, spiritual",TRUE,Active,BAP-15,,Title,Default Title,,,,,,,,,24.00,,,13.00,TRUE,,,,,,,shopify,5,DENY,500,g,TRUE,manual,,1,Set of 4 Buddha Head Wall Art Panels,,FALSE,Set of 4 Buddha Head Wall Art Panels | The Cosy Cairn,Four coordinated 30x30cm Buddha head canvas panels with sand texture detail.,,Home & Garden > Decor > Wall Decorations,,,,,,,New,FALSE,Home Decor,Wall Art,,,
Large Mango Wood Buddha Picture Frame,large-mango-wood-buddha-picture-frame,"<p>Display your favourite memories in a beautifully detailed mango wood picture frame featuring an intricate white Buddha-inspired mandala design. Crafted from natural mango wood. Fits 13x18cm photo. Measures 28x23cm overall.</p>",The Cosy Cairn,Home & Garden > Decor,Home Décor & Accessories,"home-decor, frame, buddha, mango-wood, spiritual",TRUE,Active,MWPF-01,,Title,Default Title,,,,,,,,,11.51,,,6.00,TRUE,,,,,,,shopify,5,DENY,300,g,TRUE,manual,,1,Large Mango Wood Buddha Picture Frame,,FALSE,Large Mango Wood Buddha Picture Frame | The Cosy Cairn,Natural mango wood frame with white mandala Buddha design. Fits 13x18cm photo.,,Home & Garden > Decor,,,,,,,New,FALSE,Home Decor,,,,
Retro Mini Double Gramophone Bluetooth Speaker,retro-mini-double-gramophone-bluetooth-speaker,"<p>Bring vintage charm into modern living with this beautifully designed Retro Mini Double Gramophone Bluetooth Speaker. Twin decorative gramophone horns, wood-effect base, dual 5.4W speakers. Bluetooth wireless connectivity. A stylish statement piece that sounds great.</p>",The Cosy Cairn,Electronics > Audio,Home Décor & Accessories,"home-decor, speaker, bluetooth, vintage, retro, gift",TRUE,Active,BTSP-11,,Title,Default Title,,,,,,,,,29.00,,,18.00,TRUE,,,,,,,shopify,5,DENY,400,g,TRUE,manual,,1,Retro Mini Double Gramophone Bluetooth Speaker,,FALSE,Retro Mini Double Gramophone Bluetooth Speaker | The Cosy Cairn,Vintage gramophone bluetooth speaker with dual 5.4W speakers and wood-effect base.,,Electronics > Audio,,,,,,,New,FALSE,Home Decor,Gift,,,
Wooden Garden Mushroom – Mediterranean Tile Design,wooden-garden-mushroom-mediterranean-tile-design,"<p>Add a pop of colour and charm to your garden with this beautifully detailed wooden mushroom ornament featuring a vibrant Mediterranean tile pattern. Perfect for nestling among plants, flower beds, or patios.</p>",The Cosy Cairn,Home & Garden > Lawn & Garden,Garden & Outdoor Décor,"garden, mushroom, outdoor, decor, colourful, new-in",TRUE,Active,WMush-04,,Title,Default Title,,,,,,,,,10.00,,,5.00,TRUE,,,,,,,shopify,5,DENY,150,g,TRUE,manual,,1,Wooden Garden Mushroom Mediterranean Tile Design,,FALSE,Wooden Garden Mushroom Mediterranean Tile Design | The Cosy Cairn,Colourful wooden garden mushroom with Mediterranean tile mosaic pattern.,,Home & Garden > Lawn & Garden,,,,,,,New,FALSE,Garden,,,,
Buddha Feng Shui Set with Blue Flower Mandala,buddha-feng-shui-set-blue-flower-mandala,"<p>Bring balance and serenity into your home with this beautifully detailed Buddha Feng Shui Set in calming blue tones. Features a peaceful seated Buddha and an intricate flower mandala panel. Buddha: 25cm. Mandala Stand Height: 42.5cm.</p>",The Cosy Cairn,Home & Garden > Decor,Home Décor & Accessories,"home-decor, buddha, feng-shui, spiritual, meditation, best-seller",TRUE,Active,BFSS-02,,Title,Default Title,,,,,,,,,39.00,,,24.00,TRUE,,,,,,,shopify,5,DENY,800,g,TRUE,manual,,1,Buddha Feng Shui Set with Blue Flower Mandala,,FALSE,Buddha Feng Shui Set Blue Flower Mandala | The Cosy Cairn,Seated Buddha and flower mandala feng shui set in blue and bronze tones.,,Home & Garden > Decor,,,,,,,New,FALSE,Home Decor,Best Seller,,,
White Crescent Moon Oil Burner with Gold Dish,white-crescent-moon-oil-burner-gold-dish,"<p>This enchanting white crescent moon oil burner has been designed to enhance the home with a dreamy, magical midnight atmosphere. Cut-out star details cast a celestial glow. Use with fragrance oil diluted with water.</p>",The Cosy Cairn,Home & Garden > Decor > Candles,Candles & Home Fragrance,"candles, oil-burner, moon, celestial, fragrance",TRUE,Active,S03723754,,Title,Default Title,,,,,,,,,10.99,,,5.00,TRUE,,,,,,,shopify,100,DENY,330,g,TRUE,manual,,1,White Crescent Moon Oil Burner with Gold Dish,,FALSE,White Crescent Moon Oil Burner Gold Dish | The Cosy Cairn,White ceramic crescent moon oil burner with star cut-outs and gold dish.,,Home & Garden > Decor > Candles,,,,,,,New,FALSE,Candles,,,,
White Buddha Head Oil Burner,white-buddha-head-oil-burner,"<p>A matte white Buddha head oil burner. Can also be used as a wax melt burner. Product Dimensions: H13cm x W10.5cm x D11cm.</p>",The Cosy Cairn,Home & Garden > Decor > Candles,Candles & Home Fragrance,"candles, oil-burner, buddha, wax-melt, fragrance",TRUE,Active,S03720503,,Title,Default Title,,,,,,,,,9.99,,,5.00,TRUE,,,,,,,shopify,50,DENY,460,g,TRUE,manual,,1,White Buddha Head Oil Burner,,FALSE,White Buddha Head Oil Burner | The Cosy Cairn,Matte white ceramic Buddha head oil burner and wax melt warmer.,,Home & Garden > Decor > Candles,,,,,,,New,FALSE,Candles,,,,
Snail Oil Burner,snail-oil-burner,"<p>Designed in a contemporary neutral stone colour, this adorable snail oil burner adds a touch of playfulness to any home. Use with your favourite fragrance oils or wax melts.</p>",The Cosy Cairn,Home & Garden > Decor > Candles,Candles & Home Fragrance,"candles, oil-burner, snail, wax-melt, cute, new-in",TRUE,Active,S03723109,,Title,Default Title,,,,,,,,,10.99,,,5.00,TRUE,,,,,,,shopify,50,DENY,430,g,TRUE,manual,,1,Snail Oil Burner,,FALSE,Snail Oil Burner | The Cosy Cairn,Contemporary stone coloured snail oil and wax melt burner.,,Home & Garden > Decor > Candles,,,,,,,New,FALSE,Candles,,,,
Lantern Multi-Purpose Burner,lantern-multi-purpose-burner,"<p>Shaped like a traditional lantern, this ceramic burner brings warmth and elegance to any setting. Suitable for fragrance oil, incense cones, and bakhoor. Features a removable lid and intricate cut-out detailing.</p>",The Cosy Cairn,Home & Garden > Decor > Candles,Candles & Home Fragrance,"candles, oil-burner, lantern, incense, fragrance",TRUE,Active,S03725476,,Title,Default Title,,,,,,,,,13.99,,,7.00,TRUE,,,,,,,shopify,80,DENY,970,g,TRUE,manual,,1,Lantern Multi-Purpose Burner,,FALSE,Lantern Multi-Purpose Burner | The Cosy Cairn,Ceramic lantern burner for fragrance oil incense cones and bakhoor.,,Home & Garden > Decor > Candles,,,,,,,New,FALSE,Candles,,,,
Iridescent Shell Flower Vase,iridescent-shell-flower-vase,"<p>Add a soft touch of elegance to your home with this iridescent shell flower vase. Featuring a sculpted shell-inspired shape and a delicate pastel finish that catches the light beautifully. Perfect for fresh or dried flowers.</p>",The Cosy Cairn,Home & Garden > Decor,Home Décor & Accessories,"home-decor, vase, shell, iridescent, flowers, gift",TRUE,Active,S03725502,,Title,Default Title,,,,,,,,,12.99,,,6.00,TRUE,,,,,,,shopify,30,DENY,640,g,TRUE,manual,,1,Iridescent Shell Flower Vase,,FALSE,Iridescent Shell Flower Vase | The Cosy Cairn,Iridescent shell shaped flower vase with pastel finish. For fresh or dried flowers.,,Home & Garden > Decor,,,,,,,New,FALSE,Home Decor,,,,
Butterflies Appear Vanilla Tube Candle,butterflies-appear-vanilla-tube-candle,"<p>A touching tribute to loved ones, this vanilla-scented candle features the comforting 'Butterflies appear when loved ones are near' message and a soft butterfly motif. Approximately 55-hour burn time. Paraffin wax.</p>",The Cosy Cairn,Home & Garden > Decor > Candles,Candles & Home Fragrance,"candles, vanilla, memorial, butterfly, sympathy, gift",TRUE,Active,S03725416,,Title,Default Title,,,,,,,,,9.99,,,5.00,TRUE,,,,,,,shopify,50,DENY,560,g,TRUE,manual,,1,Butterflies Appear Vanilla Tube Candle,,FALSE,Butterflies Appear Vanilla Tube Candle | The Cosy Cairn,Vanilla scented memorial candle with butterflies appear message. 55 hour burn time.,,Home & Garden > Decor > Candles,,,,,,,New,FALSE,Candles,Gift,,,
Set of 2 Good Witch and Bad Witch Scented Glass Candles,set-of-2-good-witch-bad-witch-scented-glass-candles,"<p>Add a little magic to the everyday with this set of 2 scented glass candles featuring Good Witch (pink grapefruit) and Bad Witch (green apple) designs. Packaged in a matching gift box. Approx. 35 hour burn time per candle.</p>",The Cosy Cairn,Home & Garden > Decor > Candles,Candles & Home Fragrance,"candles, witch, gift-set, scented, grapefruit, apple",TRUE,Active,S03725075,,Title,Default Title,,,,,,,,,12.99,,,6.00,TRUE,,,,,,,shopify,60,DENY,700,g,TRUE,manual,,1,Set of 2 Good Witch and Bad Witch Scented Glass Candles,,FALSE,Set of 2 Good Witch Bad Witch Scented Glass Candles | The Cosy Cairn,Good witch and bad witch scented candle set in gift box. 35 hour burn time each.,,Home & Garden > Decor > Candles,,,,,,,New,FALSE,Candles,Gift,,,
